"x","M0","Me","y"
2.2921,1.7,3.4,0.7
2.5106,1.7,3.4,0.76
2.7363,1.7,3.4,0.81
2.9695,1.7,3.4,0.87
3.2104,1.7,3.4,0.93
3.4594,1.7,3.4,0.98
3.7167,1.7,3.4,1.04
3.9828,1.7,3.4,1.09
4.2579,1.7,3.4,1.15
4.5423,1.7,3.4,1.21
4.8365,1.7,3.4,1.26
5.1408,1.7,3.4,1.32
5.4557,1.7,3.4,1.37
5.7814,1.7,3.4,1.43
6.1185,1.7,3.4,1.48
6.4674,1.7,3.4,1.54
6.8286,1.7,3.4,1.59
7.2026,1.7,3.4,1.64
7.5898,1.7,3.4,1.69
7.9908,1.7,3.4,1.74
8.4062,1.7,3.4,1.79
8.8365,1.7,3.4,1.84
9.2824,1.7,3.4,1.89
9.7444,1.7,3.4,1.93
10.2233,1.7,3.4,1.98
10.7197,1.7,3.4,2.02
11.2343,1.7,3.4,2.06
11.768,1.7,3.4,2.1
12.3214,1.7,3.4,2.13
12.8955,1.7,3.4,2.16
13.4911,1.7,3.4,2.19
14.109,1.7,3.4,2.22
14.7503,1.7,3.4,2.24
15.416,1.7,3.4,2.26
16.107,1.7,3.4,2.27
16.8245,1.7,3.4,2.28
17.5697,1.7,3.4,2.29
0,1.7,3.5,0
0.1562,1.7,3.5,0.06
0.3175,1.7,3.5,0.12
0.484,1.7,3.5,0.18
0.6561,1.7,3.5,0.24
0.8338,1.7,3.5,0.3
1.0175,1.7,3.5,0.36
1.2073,1.7,3.5,0.42
1.4036,1.7,3.5,0.48
1.6066,1.7,3.5,0.54
1.8164,1.7,3.5,0.6
2.0335,1.7,3.5,0.67
2.2581,1.7,3.5,0.73
2.4906,1.7,3.5,0.79
2.7311,1.7,3.5,0.86
2.9801,1.7,3.5,0.92
3.2378,1.7,3.5,0.99
3.5048,1.7,3.5,1.05
3.7812,1.7,3.5,1.12
4.0675,1.7,3.5,1.18
4.3642,1.7,3.5,1.25
4.6715,1.7,3.5,1.32
4.99,1.7,3.5,1.38
5.3202,1.7,3.5,1.45
5.6625,1.7,3.5,1.51
6.0174,1.7,3.5,1.58
6.3854,1.7,3.5,1.64
6.7671,1.7,3.5,1.71
7.163,1.7,3.5,1.77
7.5738,1.7,3.5,1.83
8.0001,1.7,3.5,1.89
8.4426,1.7,3.5,1.96
8.9019,1.7,3.5,2.02
9.3787,1.7,3.5,2.08
9.8739,1.7,3.5,2.13
10.3881,1.7,3.5,2.19
10.9223,1.7,3.5,2.24
11.4773,1.7,3.5,2.3
12.054,1.7,3.5,2.35
12.6534,1.7,3.5,2.39
13.2764,1.7,3.5,2.44
13.9242,1.7,3.5,2.48
14.5978,1.7,3.5,2.52
15.2983,1.7,3.5,2.56
16.0271,1.7,3.5,2.59
16.7853,1.7,3.5,2.62
17.5744,1.7,3.5,2.64
18.3957,1.7,3.5,2.66
19.2507,1.7,3.5,2.67
20.141,1.7,3.5,2.68
0,1.7,3.6,0
0.1669,1.7,3.6,0.06
0.3396,1.7,3.6,0.13
0.5183,1.7,3.6,0.2
0.7032,1.7,3.6,0.26
0.8946,1.7,3.6,0.33
1.0928,1.7,3.6,0.4
1.298,1.7,3.6,0.47
1.5106,1.7,3.6,0.54
1.7309,1.7,3.6,0.61
1.9592,1.7,3.6,0.68
2.1957,1.7,3.6,0.75
2.441,1.7,3.6,0.82
2.6953,1.7,3.6,0.89
2.959,1.7,3.6,0.97
3.2325,1.7,3.6,1.04
3.5163,1.7,3.6,1.12
3.8108,1.7,3.6,1.19
4.1164,1.7,3.6,1.27
4.4336,1.7,3.6,1.34
4.763,1.7,3.6,1.42
5.1049,1.7,3.6,1.49
5.4601,1.7,3.6,1.57
5.8291,1.7,3.6,1.64
6.2124,1.7,3.6,1.72
6.6107,1.7,3.6,1.8
7.0247,1.7,3.6,1.87
7.455,1.7,3.6,1.95
7.9024,1.7,3.6,2.02
8.3676,1.7,3.6,2.1
8.8515,1.7,3.6,2.17
9.3549,1.7,3.6,2.24
9.8787,1.7,3.6,2.31
10.4237,1.7,3.6,2.38
10.991,1.7,3.6,2.45
11.5816,1.7,3.6,2.52
12.1965,1.7,3.6,2.58
12.8369,1.7,3.6,2.65
13.504,1.7,3.6,2.71
14.1991,1.7,3.6,2.77
14.9233,1.7,3.6,2.82
15.6782,1.7,3.6,2.87
16.4652,1.7,3.6,2.92
17.2857,1.7,3.6,2.96
18.1415,1.7,3.6,3
19.0342,1.7,3.6,3.03
19.9656,1.7,3.6,3.06
20.9376,1.7,3.6,3.08
21.9521,1.7,3.6,3.1
23.0114,1.7,3.6,3.11
0,1.7,3.7,0
0.1778,1.7,3.7,0.07
0.362,1.7,3.7,0.14
0.553,1.7,3.7,0.22
0.751,1.7,3.7,0.29
0.9564,1.7,3.7,0.37
1.1694,1.7,3.7,0.44
1.3905,1.7,3.7,0.52
1.6199,1.7,3.7,0.6
1.8581,1.7,3.7,0.68
2.1054,1.7,3.7,0.76
2.3622,1.7,3.7,0.84
2.629,1.7,3.7,0.92
2.9062,1.7,3.7,1
3.1942,1.7,3.7,1.08
3.4936,1.7,3.7,1.17
3.8048,1.7,3.7,1.25
4.1284,1.7,3.7,1.34
4.465,1.7,3.7,1.42
4.815,1.7,3.7,1.51
5.1793,1.7,3.7,1.6
5.5583,1.7,3.7,1.68
5.9528,1.7,3.7,1.77
6.3634,1.7,3.7,1.86
6.791,1.7,3.7,1.95
7.2363,1.7,3.7,2.03
7.7001,1.7,3.7,2.12
8.1833,1.7,3.7,2.21
8.6869,1.7,3.7,2.3
9.2116,1.7,3.7,2.38
9.7587,1.7,3.7,2.47
10.3291,1.7,3.7,2.55
10.9239,1.7,3.7,2.64
11.5444,1.7,3.7,2.72
12.1917,1.7,3.7,2.8
12.8673,1.7,3.7,2.88
13.5723,1.7,3.7,2.96
14.3083,1.7,3.7,3.03
15.0769,1.7,3.7,3.11
15.8796,1.7,3.7,3.18
16.7182,1.7,3.7,3.24
17.5943,1.7,3.7,3.3
18.51,1.7,3.7,3.36
19.4673,1.7,3.7,3.41
20.4682,1.7,3.7,3.46
21.515,1.7,3.7,3.5
22.61,1.7,3.7,3.53
23.7558,1.7,3.7,3.56
24.955,1.7,3.7,3.58
26.2104,1.7,3.7,3.59
0,1.7,3.8,0
0.1887,1.7,3.8,0.08
0.3846,1.7,3.8,0.16
0.588,1.7,3.8,0.24
0.7994,1.7,3.8,0.32
1.019,1.7,3.8,0.4
1.2472,1.7,3.8,0.49
1.4845,1.7,3.8,0.57
1.7313,1.7,3.8,0.66
1.9879,1.7,3.8,0.75
2.255,1.7,3.8,0.84
2.5328,1.7,3.8,0.93
2.822,1.7,3.8,1.02
3.123,1.7,3.8,1.11
3.4365,1.7,3.8,1.21
3.763,1.7,3.8,1.3
4.1031,1.7,3.8,1.4
4.4575,1.7,3.8,1.49
4.8268,1.7,3.8,1.59
5.2118,1.7,3.8,1.69
5.6131,1.7,3.8,1.79
6.0316,1.7,3.8,1.89
6.4682,1.7,3.8,1.99
6.9236,1.7,3.8,2.09
7.3988,1.7,3.8,2.19
7.8948,1.7,3.8,2.29
8.4125,1.7,3.8,2.39
8.9531,1.7,3.8,2.49
9.5177,1.7,3.8,2.59
10.1074,1.7,3.8,2.69
10.7236,1.7,3.8,2.8
11.3675,1.7,3.8,2.89
12.0405,1.7,3.8,2.99
12.7442,1.7,3.8,3.09
13.4801,1.7,3.8,3.19
14.2498,1.7,3.8,3.28
15.0551,1.7,3.8,3.37
15.8979,1.7,3.8,3.46
16.78,1.7,3.8,3.54
17.7036,1.7,3.8,3.63
18.6708,1.7,3.8,3.7
19.6839,1.7,3.8,3.78
20.7454,1.7,3.8,3.85
21.8579,1.7,3.8,3.91
23.0241,1.7,3.8,3.97
24.247,1.7,3.8,4.01
25.5297,1.7,3.8,4.06
26.8753,1.7,3.8,4.09
28.2875,1.7,3.8,4.11
29.7699,1.7,3.8,4.12
0,1.7,3.9,0
0.1996,1.7,3.9,0.09
0.4073,1.7,3.9,0.17
0.6233,1.7,3.9,0.26
0.8481,1.7,3.9,0.35
1.0822,1.7,3.9,0.44
1.3259,1.7,3.9,0.54
1.5798,1.7,3.9,0.63
1.8443,1.7,3.9,0.73
2.1199,1.7,3.9,0.83
2.4072,1.7,3.9,0.93
2.7068,1.7,3.9,1.03
3.0192,1.7,3.9,1.13
3.3451,1.7,3.9,1.23
3.6851,1.7,3.9,1.34
4.0399,1.7,3.9,1.44
4.4102,1.7,3.9,1.55
4.7969,1.7,3.9,1.66
5.2007,1.7,3.9,1.77
5.6225,1.7,3.9,1.88
6.0632,1.7,3.9,1.99
6.5237,1.7,3.9,2.1
7.005,1.7,3.9,2.22
7.5082,1.7,3.9,2.33
8.0344,1.7,3.9,2.45
8.5848,1.7,3.9,2.56
9.1606,1.7,3.9,2.68
9.7631,1.7,3.9,2.8
10.3938,1.7,3.9,2.91
11.054,1.7,3.9,3.03
11.7454,1.7,3.9,3.15
12.4696,1.7,3.9,3.26
13.2283,1.7,3.9,3.38
14.0233,1.7,3.9,3.49
14.8567,1.7,3.9,3.6
15.7305,1.7,3.9,3.71
16.6468,1.7,3.9,3.82
17.6081,1.7,3.9,3.92
18.6167,1.7,3.9,4.02
19.6752,1.7,3.9,4.12
20.7866,1.7,3.9,4.21
21.9536,1.7,3.9,4.3
23.1795,1.7,3.9,4.38
24.4675,1.7,3.9,4.45
25.8212,1.7,3.9,4.52
27.2445,1.7,3.9,4.58
28.7412,1.7,3.9,4.63
30.3156,1.7,3.9,4.67
31.9723,1.7,3.9,4.7
33.4192,1.7,3.9,4.71
0,1.7,4,0
0.2105,1.7,4,0.09
0.4299,1.7,4,0.19
0.6585,1.7,4,0.29
0.8969,1.7,4,0.38
1.1455,1.7,4,0.49
1.4049,1.7,4,0.59
1.6756,1.7,4,0.69
1.9581,1.7,4,0.8
2.2531,1.7,4,0.91
2.5612,1.7,4,1.02
2.8831,1.7,4,1.13
3.2194,1.7,4,1.24
3.5708,1.7,4,1.36
3.9383,1.7,4,1.47
4.3225,1.7,4,1.59
4.7243,1.7,4,1.71
5.1447,1.7,4,1.83
5.5847,1.7,4,1.96
6.0451,1.7,4,2.08
6.5271,1.7,4,2.21
7.0319,1.7,4,2.33
7.5607,1.7,4,2.46
8.1146,1.7,4,2.59
8.6951,1.7,4,2.72
9.3035,1.7,4,2.86
9.9414,1.7,4,2.99
10.6104,1.7,4,3.12
11.3122,1.7,4,3.26
12.0485,1.7,4,3.39
12.8213,1.7,4,3.52
13.6326,1.7,4,3.66
14.4845,1.7,4,3.79
15.3792,1.7,4,3.92
16.3193,1.7,4,4.05
17.3073,1.7,4,4.18
18.3458,1.7,4,4.3
19.4379,1.7,4,4.42
20.5865,1.7,4,4.54
21.7951,1.7,4,4.65
23.0669,1.7,4,4.76
24.4059,1.7,4,4.87
25.816,1.7,4,4.96
27.3013,1.7,4,5.05
28.8665,1.7,4,5.13
30.5163,1.7,4,5.2
32.2559,1.7,4,5.26
34.0148,1.7,4,5.31
35.5802,1.7,4,5.33
37.2362,1.7,4,5.35
0,1.7,4.1,0
0.2213,1.7,4.1,0.1
0.4524,1.7,4.1,0.21
0.6936,1.7,4.1,0.31
0.9456,1.7,4.1,0.42
1.2089,1.7,4.1,0.53
1.4841,1.7,4.1,0.64
1.7718,1.7,4.1,0.75
2.0727,1.7,4.1,0.87
2.3874,1.7,4.1,0.99
2.7167,1.7,4.1,1.11
3.0614,1.7,4.1,1.23
3.4223,1.7,4.1,1.36
3.8001,1.7,4.1,1.48
4.1959,1.7,4.1,1.61
4.6106,1.7,4.1,1.74
5.0451,1.7,4.1,1.88
5.5007,1.7,4.1,2.01
5.9783,1.7,4.1,2.15
6.4792,1.7,4.1,2.29
7.0047,1.7,4.1,2.43
7.5562,1.7,4.1,2.58
8.1349,1.7,4.1,2.72
8.7426,1.7,4.1,2.87
9.3807,1.7,4.1,3.02
10.0509,1.7,4.1,3.17
10.7552,1.7,4.1,3.32
11.4953,1.7,4.1,3.47
12.2734,1.7,4.1,3.62
13.0917,1.7,4.1,3.77
13.9523,1.7,4.1,3.93
14.8579,1.7,4.1,4.08
15.8109,1.7,4.1,4.23
16.8142,1.7,4.1,4.38
17.8708,1.7,4.1,4.53
18.9837,1.7,4.1,4.68
20.1565,1.7,4.1,4.82
21.3926,1.7,4.1,4.96
22.6959,1.7,4.1,5.1
24.0705,1.7,4.1,5.23
25.5207,1.7,4.1,5.36
27.0513,1.7,4.1,5.48
28.6672,1.7,4.1,5.6
30.3738,1.7,4.1,5.7
32.1767,1.7,4.1,5.8
34.0821,1.7,4.1,5.88
35.9264,1.7,4.1,5.95
37.6607,1.7,4.1,5.99
39.4992,1.7,4.1,6.02
41.4484,1.7,4.1,6.04
0,1.7,4.2,0
0.2321,1.7,4.2,0.11
0.4748,1.7,4.2,0.22
0.7286,1.7,4.2,0.34
0.9943,1.7,4.2,0.45
1.2723,1.7,4.2,0.57
1.5635,1.7,4.2,0.69
1.8684,1.7,4.2,0.82
2.1879,1.7,4.2,0.94
2.5227,1.7,4.2,1.07
2.8736,1.7,4.2,1.21
3.2417,1.7,4.2,1.34
3.6277,1.7,4.2,1.48
4.0327,1.7,4.2,1.62
4.4577,1.7,4.2,1.76
4.9039,1.7,4.2,1.91
5.3724,1.7,4.2,2.05
5.8645,1.7,4.2,2.2
6.3814,1.7,4.2,2.36
6.9247,1.7,4.2,2.51
7.4958,1.7,4.2,2.67
8.0962,1.7,4.2,2.83
8.7277,1.7,4.2,2.99
9.3921,1.7,4.2,3.16
10.0913,1.7,4.2,3.33
10.8272,1.7,4.2,3.49
11.6021,1.7,4.2,3.66
12.4183,1.7,4.2,3.84
13.2781,1.7,4.2,4.01
14.1843,1.7,4.2,4.18
15.1396,1.7,4.2,4.35
16.147,1.7,4.2,4.53
17.2095,1.7,4.2,4.7
18.3307,1.7,4.2,4.88
19.5141,1.7,4.2,5.05
20.7636,1.7,4.2,5.22
22.0833,1.7,4.2,5.38
23.4777,1.7,4.2,5.55
24.9514,1.7,4.2,5.71
26.5094,1.7,4.2,5.86
28.1573,1.7,4.2,6.01
29.9009,1.7,4.2,6.15
31.7462,1.7,4.2,6.29
33.7001,1.7,4.2,6.41
35.7697,1.7,4.2,6.52
37.7307,1.7,4.2,6.61
39.6344,1.7,4.2,6.68
41.6569,1.7,4.2,6.73
43.8057,1.7,4.2,6.77
46.0889,1.7,4.2,6.79
0,1.7,4.3,0
0.2428,1.7,4.3,0.12
0.497,1.7,4.3,0.24
0.7635,1.7,4.3,0.36
1.0428,1.7,4.3,0.49
1.3356,1.7,4.3,0.62
1.6428,1.7,4.3,0.75
1.9652,1.7,4.3,0.88
2.3035,1.7,4.3,1.02
2.6587,1.7,4.3,1.16
3.0317,1.7,4.3,1.31
3.4236,1.7,4.3,1.45
3.8354,1.7,4.3,1.6
4.2683,1.7,4.3,1.76
4.7234,1.7,4.3,1.91
5.2021,1.7,4.3,2.07
5.7058,1.7,4.3,2.24
6.2357,1.7,4.3,2.4
6.7936,1.7,4.3,2.57
7.3811,1.7,4.3,2.74
7.9998,1.7,4.3,2.92
8.6517,1.7,4.3,3.1
9.3387,1.7,4.3,3.28
10.0629,1.7,4.3,3.46
10.8266,1.7,4.3,3.65
11.6322,1.7,4.3,3.84
12.4822,1.7,4.3,4.03
13.3794,1.7,4.3,4.22
14.3266,1.7,4.3,4.42
15.327,1.7,4.3,4.61
16.384,1.7,4.3,4.81
17.501,1.7,4.3,5.01
18.6819,1.7,4.3,5.21
19.9308,1.7,4.3,5.4
21.252,1.7,4.3,5.6
22.6502,1.7,4.3,5.79
24.1305,1.7,4.3,5.99
25.6982,1.7,4.3,6.17
27.359,1.7,4.3,6.36
29.1193,1.7,4.3,6.54
30.9856,1.7,4.3,6.71
32.9652,1.7,4.3,6.88
35.0657,1.7,4.3,7.03
37.2954,1.7,4.3,7.17
39.4033,1.7,4.3,7.29
41.4745,1.7,4.3,7.39
43.6797,1.7,4.3,7.47
46.0275,1.7,4.3,7.53
48.5277,1.7,4.3,7.58
51.1905,1.7,4.3,7.6
0,1.7,4.4,0
0.2533,1.7,4.4,0.13
0.5191,1.7,4.4,0.26
0.7981,1.7,4.4,0.39
1.0911,1.7,4.4,0.52
1.3988,1.7,4.4,0.66
1.7222,1.7,4.4,0.8
2.062,1.7,4.4,0.95
2.4194,1.7,4.4,1.1
2.7953,1.7,4.4,1.25
3.1908,1.7,4.4,1.41
3.607,1.7,4.4,1.57
4.0452,1.7,4.4,1.73
4.5066,1.7,4.4,1.9
4.9928,1.7,4.4,2.07
5.505,1.7,4.4,2.25
6.0449,1.7,4.4,2.43
6.6142,1.7,4.4,2.61
7.2146,1.7,4.4,2.8
7.848,1.7,4.4,2.99
8.5165,1.7,4.4,3.18
9.2223,1.7,4.4,3.38
9.9675,1.7,4.4,3.58
10.7547,1.7,4.4,3.78
11.5865,1.7,4.4,3.99
12.4657,1.7,4.4,4.2
13.3954,1.7,4.4,4.42
14.3787,1.7,4.4,4.63
15.4191,1.7,4.4,4.85
16.5203,1.7,4.4,5.07
17.6862,1.7,4.4,5.3
18.9211,1.7,4.4,5.52
20.2296,1.7,4.4,5.74
21.6165,1.7,4.4,5.97
23.087,1.7,4.4,6.19
24.6469,1.7,4.4,6.41
26.3021,1.7,4.4,6.63
28.0593,1.7,4.4,6.85
29.9253,1.7,4.4,7.06
31.9079,1.7,4.4,7.27
34.015,1.7,4.4,7.46
36.2556,1.7,4.4,7.66
38.639,1.7,4.4,7.84
40.9225,1.7,4.4,7.99
43.1569,1.7,4.4,8.11
45.5407,1.7,4.4,8.22
48.0842,1.7,4.4,8.32
50.7984,1.7,4.4,8.4
53.6956,1.7,4.4,8.45
56.7887,1.7,4.4,8.48
0,1.7,4.5,0
0.2638,1.7,4.5,0.13
0.541,1.7,4.5,0.27
0.8325,1.7,4.5,0.41
1.1392,1.7,4.5,0.56
1.4618,1.7,4.5,0.71
1.8014,1.7,4.5,0.86
2.1589,1.7,4.5,1.02
2.5356,1.7,4.5,1.18
2.9324,1.7,4.5,1.34
3.3507,1.7,4.5,1.51
3.7917,1.7,4.5,1.69
4.2568,1.7,4.5,1.87
4.7476,1.7,4.5,2.05
5.2655,1.7,4.5,2.24
5.8122,1.7,4.5,2.43
6.3896,1.7,4.5,2.62
6.9995,1.7,4.5,2.82
7.644,1.7,4.5,3.03
8.3253,1.7,4.5,3.24
9.0457,1.7,4.5,3.45
9.8077,1.7,4.5,3.67
10.6139,1.7,4.5,3.89
11.4673,1.7,4.5,4.12
12.3708,1.7,4.5,4.35
13.3278,1.7,4.5,4.58
14.3418,1.7,4.5,4.82
15.4165,1.7,4.5,5.06
16.5561,1.7,4.5,5.31
17.7648,1.7,4.5,5.56
19.0473,1.7,4.5,5.81
20.4087,1.7,4.5,6.06
21.8543,1.7,4.5,6.31
23.39,1.7,4.5,6.57
25.0221,1.7,4.5,6.82
26.7572,1.7,4.5,7.07
28.6027,1.7,4.5,7.32
30.5665,1.7,4.5,7.57
32.6569,1.7,4.5,7.81
34.8832,1.7,4.5,8.05
37.2553,1.7,4.5,8.28
39.7838,1.7,4.5,8.49
42.27,1.7,4.5,8.69
44.6609,1.7,4.5,8.85
47.2168,1.7,4.5,9
49.9496,1.7,4.5,9.13
52.8721,1.7,4.5,9.24
55.9981,1.7,4.5,9.33
59.3427,1.7,4.5,9.39
62.9224,1.7,4.5,9.43
0,1.7,4.6,0
0.2742,1.7,4.6,0.14
0.5628,1.7,4.6,0.29
0.8667,1.7,4.6,0.44
1.187,1.7,4.6,0.6
1.5245,1.7,4.6,0.76
1.8804,1.7,4.6,0.92
2.2558,1.7,4.6,1.09
2.6518,1.7,4.6,1.26
3.0699,1.7,4.6,1.44
3.5113,1.7,4.6,1.62
3.9776,1.7,4.6,1.81
4.4702,1.7,4.6,2
4.9908,1.7,4.6,2.2
5.5413,1.7,4.6,2.4
6.1236,1.7,4.6,2.61
6.7395,1.7,4.6,2.83
7.3915,1.7,4.6,3.04
8.0817,1.7,4.6,3.27
8.8126,1.7,4.6,3.5
9.587,1.7,4.6,3.73
10.4077,1.7,4.6,3.97
11.2778,1.7,4.6,4.22
12.2005,1.7,4.6,4.47
13.1795,1.7,4.6,4.72
14.2184,1.7,4.6,4.98
15.3215,1.7,4.6,5.25
16.4932,1.7,4.6,5.52
17.738,1.7,4.6,5.79
19.0612,1.7,4.6,6.07
20.4682,1.7,4.6,6.35
21.965,1.7,4.6,6.63
23.5579,1.7,4.6,6.91
25.2538,1.7,4.6,7.2
27.0601,1.7,4.6,7.49
28.985,1.7,4.6,7.77
31.037,1.7,4.6,8.06
33.2256,1.7,4.6,8.34
35.5609,1.7,4.6,8.61
38.054,1.7,4.6,8.88
40.7168,1.7,4.6,9.14
43.4315,1.7,4.6,9.39
45.9698,1.7,4.6,9.58
48.6889,1.7,4.6,9.77
51.602,1.7,4.6,9.94
54.7237,1.7,4.6,10.1
58.0698,1.7,4.6,10.23
61.6574,1.7,4.6,10.33
65.5055,1.7,4.6,10.41
69.6345,1.7,4.6,10.45
0,1.7,4.7,0
0.2844,1.7,4.7,0.15
0.5843,1.7,4.7,0.31
0.9006,1.7,4.7,0.47
1.2345,1.7,4.7,0.63
1.587,1.7,4.7,0.8
1.9592,1.7,4.7,0.98
2.3525,1.7,4.7,1.16
2.7682,1.7,4.7,1.35
3.2077,1.7,4.7,1.54
3.6726,1.7,4.7,1.73
4.1645,1.7,4.7,1.94
4.6851,1.7,4.7,2.14
5.2364,1.7,4.7,2.36
5.8203,1.7,4.7,2.58
6.4389,1.7,4.7,2.8
7.0946,1.7,4.7,3.04
7.7899,1.7,4.7,3.27
8.5273,1.7,4.7,3.52
9.3098,1.7,4.7,3.77
10.1403,1.7,4.7,4.03
11.0222,1.7,4.7,4.29
11.9589,1.7,4.7,4.56
12.9544,1.7,4.7,4.83
14.0125,1.7,4.7,5.12
15.1378,1.7,4.7,5.4
16.3349,1.7,4.7,5.7
17.609,1.7,4.7,5.99
18.9655,1.7,4.7,6.3
20.4104,1.7,4.7,6.61
21.9501,1.7,4.7,6.92
23.5916,1.7,4.7,7.23
25.3423,1.7,4.7,7.55
27.2103,1.7,4.7,7.87
29.2044,1.7,4.7,8.19
31.3342,1.7,4.7,8.52
33.6099,1.7,4.7,8.84
36.0427,1.7,4.7,9.16
38.6447,1.7,4.7,9.47
41.4293,1.7,4.7,9.78
44.3966,1.7,4.7,10.07
47.0714,1.7,4.7,10.32
49.9423,1.7,4.7,10.55
53.0242,1.7,4.7,10.76
56.3334,1.7,4.7,10.96
59.8876,1.7,4.7,11.14
63.7063,1.7,4.7,11.29
67.8106,1.7,4.7,11.42
72.224,1.7,4.7,11.5
76.9718,1.7,4.7,11.55
0,1.7,4.8,0
0.2945,1.7,4.8,0.16
0.6056,1.7,4.8,0.33
0.9342,1.7,4.8,0.5
1.2816,1.7,4.8,0.67
1.649,1.7,4.8,0.85
2.0376,1.7,4.8,1.04
2.4489,1.7,4.8,1.23
2.8843,1.7,4.8,1.43
3.3455,1.7,4.8,1.64
3.8341,1.7,4.8,1.85
4.352,1.7,4.8,2.06
4.9011,1.7,4.8,2.29
5.4836,1.7,4.8,2.52
6.1015,1.7,4.8,2.76
6.7575,1.7,4.8,3
7.454,1.7,4.8,3.25
8.1939,1.7,4.8,3.51
8.98,1.7,4.8,3.77
9.8158,1.7,4.8,4.05
10.7045,1.7,4.8,4.33
11.65,1.7,4.8,4.62
12.6562,1.7,4.8,4.91
13.7275,1.7,4.8,5.21
14.8685,1.7,4.8,5.52
16.0843,1.7,4.8,5.84
17.3803,1.7,4.8,6.16
18.7625,1.7,4.8,6.49
20.2371,1.7,4.8,6.83
21.8111,1.7,4.8,7.17
23.4919,1.7,4.8,7.52
25.2875,1.7,4.8,7.87
27.2068,1.7,4.8,8.22
29.2592,1.7,4.8,8.58
31.455,1.7,4.8,8.94
33.8055,1.7,4.8,9.31
36.3227,1.7,4.8,9.67
39.02,1.7,4.8,10.03
41.9118,1.7,4.8,10.38
45.0138,1.7,4.8,10.73
47.9452,1.7,4.8,11.03
50.9538,1.7,4.8,11.31
54.1898,1.7,4.8,11.57
57.6712,1.7,4.8,11.82
61.4177,1.7,4.8,12.05
65.4511,1.7,4.8,12.25
69.795,1.7,4.8,12.43
74.4755,1.7,4.8,12.57
79.5212,1.7,4.8,12.68
84.9634,1.7,4.8,12.73
0,1.7,4.9,0
0.3045,1.7,4.9,0.17
0.6266,1.7,4.9,0.34
0.9675,1.7,4.9,0.52
1.3284,1.7,4.9,0.71
1.7106,1.7,4.9,0.9
2.1157,1.7,4.9,1.1
2.545,1.7,4.9,1.31
3.0004,1.7,4.9,1.52
3.4834,1.7,4.9,1.74
3.996,1.7,4.9,1.96
4.5403,1.7,4.9,2.19
5.1184,1.7,4.9,2.43
5.7326,1.7,4.9,2.68
6.3854,1.7,4.9,2.94
7.0796,1.7,4.9,3.2
7.818,1.7,4.9,3.47
8.6037,1.7,4.9,3.75
9.4402,1.7,4.9,4.04
10.331,1.7,4.9,4.34
11.28,1.7,4.9,4.64
12.2916,1.7,4.9,4.95
13.3701,1.7,4.9,5.28
14.5206,1.7,4.9,5.61
15.7484,1.7,4.9,5.95
17.0592,1.7,4.9,6.29
18.4593,1.7,4.9,6.65
19.9554,1.7,4.9,7.01
21.5548,1.7,4.9,7.38
23.2655,1.7,4.9,7.76
25.0961,1.7,4.9,8.15
27.0559,1.7,4.9,8.54
29.1552,1.7,4.9,8.93
31.4049,1.7,4.9,9.33
33.8172,1.7,4.9,9.74
36.4052,1.7,4.9,10.14
39.1831,1.7,4.9,10.55
42.1666,1.7,4.9,10.95
45.3727,1.7,4.9,11.35
48.5952,1.7,4.9,11.72
51.7261,1.7,4.9,12.05
55.1,1.7,4.9,12.36
58.7366,1.7,4.9,12.66
62.6577,1.7,4.9,12.95
66.8872,1.7,4.9,13.21
71.4513,1.7,4.9,13.45
76.3788,1.7,4.9,13.65
81.7014,1.7,4.9,13.82
87.4542,1.7,4.9,13.94
93.6755,1.7,4.9,14
0,1.7,5,0
0.3144,1.7,5,0.18
0.6475,1.7,5,0.36
1.0005,1.7,5,0.55
1.3749,1.7,5,0.75
1.772,1.7,5,0.95
2.1935,1.7,5,1.16
2.641,1.7,5,1.38
3.1163,1.7,5,1.61
3.6214,1.7,5,1.84
4.1584,1.7,5,2.08
4.7294,1.7,5,2.33
5.3369,1.7,5,2.59
5.9835,1.7,5,2.85
6.6719,1.7,5,3.12
7.4052,1.7,5,3.41
8.1866,1.7,5,3.7
9.0196,1.7,5,4
9.9079,1.7,5,4.31
10.8556,1.7,5,4.63
11.8671,1.7,5,4.96
12.9472,1.7,5,5.3
14.1011,1.7,5,5.65
15.3342,1.7,5,6.02
16.6527,1.7,5,6.39
18.063,1.7,5,6.77
19.5724,1.7,5,7.15
21.1884,1.7,5,7.55
22.9196,1.7,5,7.96
24.775,1.7,5,8.38
26.7645,1.7,5,8.8
28.899,1.7,5,9.24
31.1902,1.7,5,9.68
33.6509,1.7,5,10.12
36.2952,1.7,5,10.57
39.1384,1.7,5,11.02
42.1971,1.7,5,11.48
45.4898,1.7,5,11.93
49.0235,1.7,5,12.38
52.26,1.7,5,12.76
55.7541,1.7,5,13.13
59.5274,1.7,5,13.48
63.6034,1.7,5,13.83
68.0082,1.7,5,14.15
72.7704,1.7,5,14.46
77.9217,1.7,5,14.73
83.4969,1.7,5,14.96
89.5345,1.7,5,15.15
96.077,1.7,5,15.29
103.1714,1.7,5,15.36
0,1.8,3,0
0.0987,1.8,3,0.03
0.1994,1.8,3,0.05
0.3023,1.8,3,0.08
0.4075,1.8,3,0.1
0.5149,1.8,3,0.13
0.6246,1.8,3,0.15
0.7367,1.8,3,0.18
0.8512,1.8,3,0.2
