"x","M0","Me","y"
0.9682,1.8,3,0.23
1.0879,1.8,3,0.25
1.2101,1.8,3,0.28
1.3351,1.8,3,0.3
1.4629,1.8,3,0.33
1.5935,1.8,3,0.35
1.727,1.8,3,0.38
1.8636,1.8,3,0.4
2.0032,1.8,3,0.43
2.1461,1.8,3,0.45
2.2921,1.8,3,0.47
2.4415,1.8,3,0.5
2.5943,1.8,3,0.52
2.7507,1.8,3,0.54
2.9106,1.8,3,0.56
3.0743,1.8,3,0.59
3.2417,1.8,3,0.61
3.4131,1.8,3,0.63
3.5884,1.8,3,0.65
3.7679,1.8,3,0.67
3.9516,1.8,3,0.69
4.1397,1.8,3,0.71
4.3322,1.8,3,0.73
4.5293,1.8,3,0.75
4.7311,1.8,3,0.77
4.9378,1.8,3,0.78
5.1494,1.8,3,0.8
5.3661,1.8,3,0.82
5.588,1.8,3,0.83
5.8154,1.8,3,0.84
6.0483,1.8,3,0.86
6.2868,1.8,3,0.87
6.5312,1.8,3,0.88
6.7816,1.8,3,0.89
7.0382,1.8,3,0.9
7.3012,1.8,3,0.91
7.5707,1.8,3,0.92
7.8469,1.8,3,0.92
8.13,1.8,3,0.93
8.4201,1.8,3,0.93
8.7176,1.8,3,0.93
0,1.8,3.1,0
0.1089,1.8,3.1,0.03
0.2204,1.8,3.1,0.06
0.3345,1.8,3.1,0.09
0.4512,1.8,3.1,0.12
0.5707,1.8,3.1,0.15
0.693,1.8,3.1,0.18
0.8182,1.8,3.1,0.21
0.9464,1.8,3.1,0.24
1.0776,1.8,3.1,0.27
1.2121,1.8,3.1,0.3
1.3497,1.8,3.1,0.33
1.4907,1.8,3.1,0.36
1.6352,1.8,3.1,0.39
1.7831,1.8,3.1,0.42
1.9347,1.8,3.1,0.45
2.0901,1.8,3.1,0.48
2.2492,1.8,3.1,0.51
2.4124,1.8,3.1,0.54
2.5796,1.8,3.1,0.57
2.7509,1.8,3.1,0.6
2.9266,1.8,3.1,0.62
3.1067,1.8,3.1,0.65
3.2913,1.8,3.1,0.68
3.4807,1.8,3.1,0.71
3.6748,1.8,3.1,0.73
3.874,1.8,3.1,0.76
4.0782,1.8,3.1,0.79
4.2877,1.8,3.1,0.81
4.5026,1.8,3.1,0.84
4.723,1.8,3.1,0.86
4.9492,1.8,3.1,0.89
5.1813,1.8,3.1,0.91
5.4195,1.8,3.1,0.93
5.6639,1.8,3.1,0.95
5.9148,1.8,3.1,0.97
6.1723,1.8,3.1,0.99
6.4367,1.8,3.1,1.01
6.7081,1.8,3.1,1.03
6.9868,1.8,3.1,1.05
7.2729,1.8,3.1,1.06
7.5668,1.8,3.1,1.08
7.8685,1.8,3.1,1.09
8.1785,1.8,3.1,1.1
8.4969,1.8,3.1,1.11
8.824,1.8,3.1,1.12
9.1601,1.8,3.1,1.13
9.5054,1.8,3.1,1.14
9.8603,1.8,3.1,1.14
10.2249,1.8,3.1,1.14
0,1.8,3.2,0
0.1194,1.8,3.2,0.04
0.2418,1.8,3.2,0.07
0.3674,1.8,3.2,0.11
0.4961,1.8,3.2,0.14
0.6281,1.8,3.2,0.18
0.7634,1.8,3.2,0.21
0.9023,1.8,3.2,0.25
1.0447,1.8,3.2,0.28
1.1909,1.8,3.2,0.32
1.3409,1.8,3.2,0.35
1.4948,1.8,3.2,0.39
1.6527,1.8,3.2,0.43
1.8149,1.8,3.2,0.46
1.9813,1.8,3.2,0.5
2.1522,1.8,3.2,0.53
2.3276,1.8,3.2,0.57
2.5078,1.8,3.2,0.6
2.6928,1.8,3.2,0.64
2.8828,1.8,3.2,0.67
3.078,1.8,3.2,0.71
3.2785,1.8,3.2,0.74
3.4845,1.8,3.2,0.77
3.6962,1.8,3.2,0.81
3.9137,1.8,3.2,0.84
4.1372,1.8,3.2,0.87
4.3669,1.8,3.2,0.91
4.6031,1.8,3.2,0.94
4.8458,1.8,3.2,0.97
5.0954,1.8,3.2,1
5.3521,1.8,3.2,1.03
5.616,1.8,3.2,1.06
5.8874,1.8,3.2,1.09
6.1665,1.8,3.2,1.12
6.4536,1.8,3.2,1.14
6.749,1.8,3.2,1.17
7.0529,1.8,3.2,1.19
7.3656,1.8,3.2,1.22
7.6874,1.8,3.2,1.24
8.0186,1.8,3.2,1.26
8.3594,1.8,3.2,1.28
8.7103,1.8,3.2,1.3
9.0715,1.8,3.2,1.32
9.4434,1.8,3.2,1.33
9.8264,1.8,3.2,1.35
10.2207,1.8,3.2,1.36
10.6269,1.8,3.2,1.37
11.0453,1.8,3.2,1.37
11.4763,1.8,3.2,1.38
11.9203,1.8,3.2,1.38
0,1.8,3.3,0
0.1301,1.8,3.3,0.04
0.2637,1.8,3.3,0.08
0.401,1.8,3.3,0.12
0.542,1.8,3.3,0.16
0.6869,1.8,3.3,0.2
0.8358,1.8,3.3,0.25
0.9889,1.8,3.3,0.29
1.1462,1.8,3.3,0.33
1.3079,1.8,3.3,0.37
1.4742,1.8,3.3,0.41
1.6452,1.8,3.3,0.45
1.821,1.8,3.3,0.49
2.0018,1.8,3.3,0.54
2.1879,1.8,3.3,0.58
2.3793,1.8,3.3,0.62
2.5762,1.8,3.3,0.66
2.7788,1.8,3.3,0.7
2.9873,1.8,3.3,0.75
3.2019,1.8,3.3,0.79
3.4228,1.8,3.3,0.83
3.6503,1.8,3.3,0.87
3.8844,1.8,3.3,0.91
4.1255,1.8,3.3,0.95
4.3738,1.8,3.3,0.99
4.6295,1.8,3.3,1.03
4.893,1.8,3.3,1.07
5.1643,1.8,3.3,1.11
5.4439,1.8,3.3,1.15
5.732,1.8,3.3,1.18
6.0288,1.8,3.3,1.22
6.3348,1.8,3.3,1.26
6.6502,1.8,3.3,1.29
6.9753,1.8,3.3,1.32
7.3105,1.8,3.3,1.36
7.6561,1.8,3.3,1.39
8.0125,1.8,3.3,1.42
8.3801,1.8,3.3,1.45
8.7592,1.8,3.3,1.48
9.1504,1.8,3.3,1.5
9.5539,1.8,3.3,1.53
9.9703,1.8,3.3,1.55
10.4,1.8,3.3,1.57
10.8435,1.8,3.3,1.59
11.3013,1.8,3.3,1.61
11.7739,1.8,3.3,1.62
12.2618,1.8,3.3,1.64
12.7657,1.8,3.3,1.64
13.2861,1.8,3.3,1.65
13.8236,1.8,3.3,1.65
0,1.8,3.4,0
0.141,1.8,3.4,0.05
0.286,1.8,3.4,0.09
0.4353,1.8,3.4,0.14
0.589,1.8,3.4,0.19
0.7472,1.8,3.4,0.23
0.9101,1.8,3.4,0.28
1.0778,1.8,3.4,0.33
1.2506,1.8,3.4,0.38
1.4285,1.8,3.4,0.42
1.6119,1.8,3.4,0.47
1.8007,1.8,3.4,0.52
1.9954,1.8,3.4,0.57
2.196,1.8,3.4,0.62
2.4028,1.8,3.4,0.67
2.6159,1.8,3.4,0.72
2.8357,1.8,3.4,0.77
3.0623,1.8,3.4,0.81
3.296,1.8,3.4,0.86
3.537,1.8,3.4,0.91
3.7857,1.8,3.4,0.96
4.0422,1.8,3.4,1.01
4.3068,1.8,3.4,1.06
4.5799,1.8,3.4,1.11
4.8618,1.8,3.4,1.15
5.1527,1.8,3.4,1.2
5.453,1.8,3.4,1.25
5.7631,1.8,3.4,1.29
6.0832,1.8,3.4,1.34
6.4139,1.8,3.4,1.38
6.7554,1.8,3.4,1.43
7.1081,1.8,3.4,1.47
7.4725,1.8,3.4,1.51
7.849,1.8,3.4,1.56
8.2381,1.8,3.4,1.6
8.6402,1.8,3.4,1.63
9.0559,1.8,3.4,1.67
9.4856,1.8,3.4,1.71
9.9299,1.8,3.4,1.74
10.3892,1.8,3.4,1.78
10.8643,1.8,3.4,1.81
11.3558,1.8,3.4,1.83
11.8641,1.8,3.4,1.86
12.3901,1.8,3.4,1.88
12.9343,1.8,3.4,1.91
13.4976,1.8,3.4,1.92
14.0806,1.8,3.4,1.94
14.6842,1.8,3.4,1.95
15.3091,1.8,3.4,1.96
15.9562,1.8,3.4,1.96
0,1.8,3.5,0
0.152,1.8,3.5,0.05
0.3087,1.8,3.5,0.1
0.4702,1.8,3.5,0.16
0.6369,1.8,3.5,0.21
0.8087,1.8,3.5,0.26
0.986,1.8,3.5,0.32
1.169,1.8,3.5,0.37
1.3578,1.8,3.5,0.43
1.5526,1.8,3.5,0.48
1.7537,1.8,3.5,0.54
1.9614,1.8,3.5,0.59
2.1758,1.8,3.5,0.65
2.3972,1.8,3.5,0.71
2.6258,1.8,3.5,0.76
2.8621,1.8,3.5,0.82
3.1061,1.8,3.5,0.88
3.3583,1.8,3.5,0.93
3.6188,1.8,3.5,0.99
3.8882,1.8,3.5,1.05
4.1666,1.8,3.5,1.11
4.4544,1.8,3.5,1.16
4.752,1.8,3.5,1.22
5.0598,1.8,3.5,1.28
5.3781,1.8,3.5,1.33
5.7074,1.8,3.5,1.39
6.048,1.8,3.5,1.44
6.4005,1.8,3.5,1.5
6.7653,1.8,3.5,1.55
7.1428,1.8,3.5,1.61
7.5336,1.8,3.5,1.66
7.9382,1.8,3.5,1.71
8.3571,1.8,3.5,1.76
8.791,1.8,3.5,1.81
9.2403,1.8,3.5,1.86
9.7058,1.8,3.5,1.91
10.1881,1.8,3.5,1.95
10.6878,1.8,3.5,2
11.2057,1.8,3.5,2.04
11.7426,1.8,3.5,2.08
12.2991,1.8,3.5,2.12
12.8761,1.8,3.5,2.15
13.4745,1.8,3.5,2.18
14.0951,1.8,3.5,2.21
14.7389,1.8,3.5,2.24
15.4069,1.8,3.5,2.26
16.1,1.8,3.5,2.28
16.8194,1.8,3.5,2.29
17.5661,1.8,3.5,2.3
18.3413,1.8,3.5,2.31
0,1.8,3.6,0
0.1632,1.8,3.6,0.06
0.3317,1.8,3.6,0.12
0.5058,1.8,3.6,0.18
0.6856,1.8,3.6,0.24
0.8715,1.8,3.6,0.3
1.0637,1.8,3.6,0.36
1.2623,1.8,3.6,0.42
1.4676,1.8,3.6,0.48
1.68,1.8,3.6,0.55
1.8997,1.8,3.6,0.61
2.1269,1.8,3.6,0.67
2.362,1.8,3.6,0.74
2.6052,1.8,3.6,0.8
2.8569,1.8,3.6,0.87
3.1175,1.8,3.6,0.93
3.3873,1.8,3.6,1
3.6666,1.8,3.6,1.06
3.9558,1.8,3.6,1.13
4.2554,1.8,3.6,1.2
4.5657,1.8,3.6,1.26
4.8872,1.8,3.6,1.33
5.2203,1.8,3.6,1.39
5.5655,1.8,3.6,1.46
5.9233,1.8,3.6,1.53
6.2943,1.8,3.6,1.59
6.6789,1.8,3.6,1.66
7.0777,1.8,3.6,1.72
7.4913,1.8,3.6,1.79
7.9204,1.8,3.6,1.85
8.3655,1.8,3.6,1.91
8.8274,1.8,3.6,1.97
9.3068,1.8,3.6,2.04
9.8043,1.8,3.6,2.09
10.3209,1.8,3.6,2.15
10.8572,1.8,3.6,2.21
11.4141,1.8,3.6,2.26
11.9926,1.8,3.6,2.32
12.5936,1.8,3.6,2.37
13.218,1.8,3.6,2.42
13.8668,1.8,3.6,2.46
14.5412,1.8,3.6,2.5
15.2423,1.8,3.6,2.54
15.9713,1.8,3.6,2.58
16.7293,1.8,3.6,2.61
17.5178,1.8,3.6,2.64
18.3381,1.8,3.6,2.66
19.1916,1.8,3.6,2.68
20.0798,1.8,3.6,2.69
21.0044,1.8,3.6,2.7
0,1.8,3.7,0
0.1744,1.8,3.7,0.06
0.355,1.8,3.7,0.13
0.5418,1.8,3.7,0.2
0.7352,1.8,3.7,0.26
0.9354,1.8,3.7,0.33
1.1428,1.8,3.7,0.4
1.3576,1.8,3.7,0.47
1.5801,1.8,3.7,0.54
1.8106,1.8,3.7,0.61
2.0495,1.8,3.7,0.68
2.2971,1.8,3.7,0.76
2.5538,1.8,3.7,0.83
2.82,1.8,3.7,0.9
3.096,1.8,3.7,0.98
3.3822,1.8,3.7,1.05
3.6791,1.8,3.7,1.13
3.9872,1.8,3.7,1.2
4.3069,1.8,3.7,1.28
4.6387,1.8,3.7,1.35
4.9831,1.8,3.7,1.43
5.3406,1.8,3.7,1.51
5.7119,1.8,3.7,1.58
6.0975,1.8,3.7,1.66
6.498,1.8,3.7,1.74
6.9141,1.8,3.7,1.81
7.3465,1.8,3.7,1.89
7.7958,1.8,3.7,1.97
8.2628,1.8,3.7,2.04
8.7483,1.8,3.7,2.12
9.2532,1.8,3.7,2.19
9.7782,1.8,3.7,2.26
10.3243,1.8,3.7,2.33
10.8925,1.8,3.7,2.41
11.4836,1.8,3.7,2.47
12.0989,1.8,3.7,2.54
12.7393,1.8,3.7,2.61
13.406,1.8,3.7,2.67
14.1003,1.8,3.7,2.73
14.8234,1.8,3.7,2.79
15.5767,1.8,3.7,2.84
16.3615,1.8,3.7,2.9
17.1794,1.8,3.7,2.94
18.0319,1.8,3.7,2.99
18.9207,1.8,3.7,3.03
19.8475,1.8,3.7,3.06
20.814,1.8,3.7,3.09
21.8224,1.8,3.7,3.11
22.8745,1.8,3.7,3.13
23.9725,1.8,3.7,3.13
0,1.8,3.8,0
0.1858,1.8,3.8,0.07
0.3785,1.8,3.8,0.14
0.5783,1.8,3.8,0.22
0.7855,1.8,3.8,0.29
1.0004,1.8,3.8,0.37
1.2234,1.8,3.8,0.45
1.4548,1.8,3.8,0.52
1.6949,1.8,3.8,0.6
1.9443,1.8,3.8,0.68
2.2031,1.8,3.8,0.76
2.472,1.8,3.8,0.84
2.7512,1.8,3.8,0.93
3.0413,1.8,3.8,1.01
3.3427,1.8,3.8,1.09
3.6559,1.8,3.8,1.18
3.9815,1.8,3.8,1.26
4.32,1.8,3.8,1.35
4.672,1.8,3.8,1.44
5.0381,1.8,3.8,1.52
5.4188,1.8,3.8,1.61
5.8149,1.8,3.8,1.7
6.2271,1.8,3.8,1.79
6.6561,1.8,3.8,1.88
7.1026,1.8,3.8,1.96
7.5675,1.8,3.8,2.05
8.0516,1.8,3.8,2.14
8.5558,1.8,3.8,2.23
9.081,1.8,3.8,2.32
9.6282,1.8,3.8,2.4
10.1985,1.8,3.8,2.49
10.7929,1.8,3.8,2.58
11.4126,1.8,3.8,2.66
12.0587,1.8,3.8,2.74
12.7326,1.8,3.8,2.83
13.4356,1.8,3.8,2.91
14.169,1.8,3.8,2.98
14.9343,1.8,3.8,3.06
15.7332,1.8,3.8,3.13
16.5673,1.8,3.8,3.2
17.4382,1.8,3.8,3.27
18.3479,1.8,3.8,3.33
19.2982,1.8,3.8,3.39
20.2912,1.8,3.8,3.44
21.329,1.8,3.8,3.49
22.414,1.8,3.8,3.53
23.5485,1.8,3.8,3.56
24.7351,1.8,3.8,3.59
25.9764,1.8,3.8,3.61
27.2753,1.8,3.8,3.62
0,1.8,3.9,0
0.1973,1.8,3.9,0.08
0.4023,1.8,3.9,0.16
0.6152,1.8,3.9,0.24
0.8364,1.8,3.9,0.32
1.0663,1.8,3.9,0.41
1.3053,1.8,3.9,0.49
1.5537,1.8,3.9,0.58
1.8121,1.8,3.9,0.67
2.0808,1.8,3.9,0.76
2.3603,1.8,3.9,0.85
2.6512,1.8,3.9,0.94
2.9539,1.8,3.9,1.03
3.269,1.8,3.9,1.12
3.597,1.8,3.9,1.22
3.9386,1.8,3.9,1.31
4.2944,1.8,3.9,1.41
4.665,1.8,3.9,1.51
5.0511,1.8,3.9,1.6
5.4535,1.8,3.9,1.7
5.8729,1.8,3.9,1.8
6.3101,1.8,3.9,1.9
6.7661,1.8,3.9,2
7.2416,1.8,3.9,2.11
7.7376,1.8,3.9,2.21
8.2551,1.8,3.9,2.31
8.7951,1.8,3.9,2.41
9.3588,1.8,3.9,2.51
9.9473,1.8,3.9,2.62
10.5617,1.8,3.9,2.72
11.2035,1.8,3.9,2.82
11.8739,1.8,3.9,2.92
12.5744,1.8,3.9,3.02
13.3065,1.8,3.9,3.11
14.0718,1.8,3.9,3.21
14.8719,1.8,3.9,3.3
15.7087,1.8,3.9,3.4
16.5839,1.8,3.9,3.48
17.4997,1.8,3.9,3.57
18.4581,1.8,3.9,3.65
19.4613,1.8,3.9,3.73
20.5117,1.8,3.9,3.8
21.6117,1.8,3.9,3.87
22.764,1.8,3.9,3.94
23.9714,1.8,3.9,3.99
25.2368,1.8,3.9,4.04
26.5634,1.8,3.9,4.08
27.9546,1.8,3.9,4.12
29.4137,1.8,3.9,4.14
30.9446,1.8,3.9,4.15
0,1.8,4,0
0.2089,1.8,4,0.09
0.4262,1.8,4,0.17
0.6524,1.8,4,0.26
0.8878,1.8,4,0.36
1.1329,1.8,4,0.45
1.3881,1.8,4,0.54
1.654,1.8,4,0.64
1.931,1.8,4,0.73
2.2196,1.8,4,0.83
2.5204,1.8,4,0.93
2.834,1.8,4,1.03
3.161,1.8,4,1.14
3.502,1.8,4,1.24
3.8578,1.8,4,1.35
4.229,1.8,4,1.45
4.6163,1.8,4,1.56
5.0206,1.8,4,1.67
5.4427,1.8,4,1.78
5.8834,1.8,4,1.9
6.3437,1.8,4,2.01
6.8246,1.8,4,2.12
7.3271,1.8,4,2.24
7.8522,1.8,4,2.35
8.4011,1.8,4,2.47
8.975,1.8,4,2.59
9.5752,1.8,4,2.7
10.2031,1.8,4,2.82
10.8599,1.8,4,2.94
11.5473,1.8,4,3.05
12.2668,1.8,4,3.17
13.0201,1.8,4,3.29
13.8089,1.8,4,3.4
14.6352,1.8,4,3.51
15.5009,1.8,4,3.63
16.4082,1.8,4,3.74
17.3592,1.8,4,3.84
18.3563,1.8,4,3.95
19.4021,1.8,4,4.05
20.4991,1.8,4,4.15
21.6502,1.8,4,4.24
22.8583,1.8,4,4.33
24.1268,1.8,4,4.41
25.4588,1.8,4,4.48
26.8581,1.8,4,4.55
28.3284,1.8,4,4.61
29.8737,1.8,4,4.66
31.4984,1.8,4,4.7
33.2036,1.8,4,4.73
34.6334,1.8,4,4.74
0,1.8,4.1,0
0.2204,1.8,4.1,0.09
0.45,1.8,4.1,0.19
0.6895,1.8,4.1,0.29
0.9392,1.8,4.1,0.39
1.1996,1.8,4.1,0.49
1.4713,1.8,4.1,0.59
1.7548,1.8,4.1,0.7
2.0507,1.8,4.1,0.8
2.3596,1.8,4.1,0.91
2.6822,1.8,4.1,1.02
3.0192,1.8,4.1,1.14
3.3712,1.8,4.1,1.25
3.739,1.8,4.1,1.37
4.1234,1.8,4.1,1.48
4.5252,1.8,4.1,1.6
4.9454,1.8,4.1,1.73
5.3848,1.8,4.1,1.85
5.8445,1.8,4.1,1.97
6.3255,1.8,4.1,2.1
6.8288,1.8,4.1,2.23
7.3557,1.8,4.1,2.35
7.9073,1.8,4.1,2.48
8.4851,1.8,4.1,2.61
9.0902,1.8,4.1,2.75
9.7243,1.8,4.1,2.88
10.3888,1.8,4.1,3.01
11.0853,1.8,4.1,3.15
11.8156,1.8,4.1,3.28
12.5816,1.8,4.1,3.41
13.3851,1.8,4.1,3.55
14.2281,1.8,4.1,3.68
15.113,1.8,4.1,3.81
16.0419,1.8,4.1,3.95
17.0174,1.8,4.1,4.08
18.0421,1.8,4.1,4.2
19.1186,1.8,4.1,4.33
20.25,1.8,4.1,4.45
21.4394,1.8,4.1,4.57
22.6901,1.8,4.1,4.68
24.0056,1.8,4.1,4.79
25.3897,1.8,4.1,4.89
26.8465,1.8,4.1,4.99
28.3802,1.8,4.1,5.08
29.9953,1.8,4.1,5.16
31.6967,1.8,4.1,5.23
33.4897,1.8,4.1,5.29
35.2427,1.8,4.1,5.33
36.8405,1.8,4.1,5.36
38.5299,1.8,4.1,5.37
0,1.8,4.2,0
0.2318,1.8,4.2,0.1
0.4738,1.8,4.2,0.21
0.7265,1.8,4.2,0.31
0.9906,1.8,4.2,0.42
1.2664,1.8,4.2,0.53
1.5547,1.8,4.2,0.65
1.8562,1.8,4.2,0.76
2.1713,1.8,4.2,0.88
2.501,1.8,4.2,1
2.8458,1.8,4.2,1.12
3.2067,1.8,4.2,1.24
3.5844,1.8,4.2,1.37
3.9797,1.8,4.2,1.5
4.3938,1.8,4.2,1.63
4.8274,1.8,4.2,1.76
5.2817,1.8,4.2,1.89
5.7577,1.8,4.2,2.03
6.2567,1.8,4.2,2.17
6.7798,1.8,4.2,2.31
7.3283,1.8,4.2,2.45
7.9036,1.8,4.2,2.6
8.5072,1.8,4.2,2.74
9.1406,1.8,4.2,2.89
9.8055,1.8,4.2,3.04
10.5035,1.8,4.2,3.19
11.2366,1.8,4.2,3.34
12.0067,1.8,4.2,3.49
12.8159,1.8,4.2,3.65
13.6663,1.8,4.2,3.8
14.5604,1.8,4.2,3.95
15.5006,1.8,4.2,4.11
16.4896,1.8,4.2,4.26
17.5301,1.8,4.2,4.41
18.6253,1.8,4.2,4.56
19.7783,1.8,4.2,4.71
20.9926,1.8,4.2,4.85
22.2716,1.8,4.2,4.99
23.6195,1.8,4.2,5.13
25.0401,1.8,4.2,5.26
26.5381,1.8,4.2,5.39
28.118,1.8,4.2,5.51
29.785,1.8,4.2,5.62
31.5443,1.8,4.2,5.73
33.4018,1.8,4.2,5.82
35.3636,1.8,4.2,5.91
37.1987,1.8,4.2,5.97
38.9671,1.8,4.2,6.01
40.8408,1.8,4.2,6.05
42.8262,1.8,4.2,6.06
0,1.8,4.3,0
0.2432,1.8,4.3,0.11
0.4975,1.8,4.3,0.22
0.7635,1.8,4.3,0.34
1.0419,1.8,4.3,0.46
1.3333,1.8,4.3,0.58
1.6384,1.8,4.3,0.7
1.9579,1.8,4.3,0.82
2.2927,1.8,4.3,0.95
2.6434,1.8,4.3,1.08
3.0109,1.8,4.3,1.22
3.3962,1.8,4.3,1.35
3.8003,1.8,4.3,1.49
4.2241,1.8,4.3,1.63
4.6686,1.8,4.3,1.78
5.1352,1.8,4.3,1.92
5.6248,1.8,4.3,2.07
6.1389,1.8,4.3,2.22
6.6788,1.8,4.3,2.38
7.2459,1.8,4.3,2.53
7.8418,1.8,4.3,2.69
8.468,1.8,4.3,2.85
9.1263,1.8,4.3,3.02
9.8185,1.8,4.3,3.18
10.5466,1.8,4.3,3.35
11.3126,1.8,4.3,3.52
12.1187,1.8,4.3,3.69
12.9673,1.8,4.3,3.86
13.8608,1.8,4.3,4.04
14.8019,1.8,4.3,4.21
15.7934,1.8,4.3,4.38
16.8384,1.8,4.3,4.56
17.94,1.8,4.3,4.73
19.1017,1.8,4.3,4.9
20.3271,1.8,4.3,5.08
21.6201,1.8,4.3,5.25
22.985,1.8,4.3,5.41
24.4261,1.8,4.3,5.58
25.9481,1.8,4.3,5.74
27.5564,1.8,4.3,5.89
29.2561,1.8,4.3,6.04
31.0533,1.8,4.3,6.18
32.9542,1.8,4.3,6.31
34.9655,1.8,4.3,6.43
37.0943,1.8,4.3,6.54
39.0445,1.8,4.3,6.63
40.984,1.8,4.3,6.7
43.0433,1.8,4.3,6.75
45.2298,1.8,4.3,6.79
47.5516,1.8,4.3,6.81
0,1.8,4.4,0
0.2544,1.8,4.4,0.12
0.521,1.8,4.4,0.24
0.8003,1.8,4.4,0.36
1.0932,1.8,4.4,0.49
1.4002,1.8,4.4,0.62
1.7222,1.8,4.4,0.75
2.06,1.8,4.4,0.89
2.4145,1.8,4.4,1.03
2.7866,1.8,4.4,1.17
3.1773,1.8,4.4,1.32
3.5877,1.8,4.4,1.47
4.0187,1.8,4.4,1.62
4.4716,1.8,4.4,1.77
4.9476,1.8,4.4,1.93
5.4481,1.8,4.4,2.09
5.9744,1.8,4.4,2.26
6.528,1.8,4.4,2.42
7.1105,1.8,4.4,2.59
7.7235,1.8,4.4,2.77
8.3688,1.8,4.4,2.94
9.0484,1.8,4.4,3.12
9.7642,1.8,4.4,3.3
10.5184,1.8,4.4,3.49
11.3133,1.8,4.4,3.68
12.1512,1.8,4.4,3.87
13.0349,1.8,4.4,4.06
13.9671,1.8,4.4,4.25
14.9507,1.8,4.4,4.45
15.9888,1.8,4.4,4.64
17.085,1.8,4.4,4.84
18.2427,1.8,4.4,5.04
19.4659,1.8,4.4,5.24
20.7586,1.8,4.4,5.43
22.1253,1.8,4.4,5.63
23.5707,1.8,4.4,5.82
25.0998,1.8,4.4,6.01
26.7182,1.8,4.4,6.2
28.4315,1.8,4.4,6.39
30.2461,1.8,4.4,6.56
32.1686,1.8,4.4,6.74
34.2063,1.8,4.4,6.9
36.3668,1.8,4.4,7.05
38.6585,1.8,4.4,7.2
40.7556,1.8,4.4,7.31
42.8641,1.8,4.4,7.4
45.1074,1.8,4.4,7.48
47.4944,1.8,4.4,7.55
50.0345,1.8,4.4,7.59
52.7379,1.8,4.4,7.62
0,1.8,4.5,0
0.2656,1.8,4.5,0.13
0.5444,1.8,4.5,0.26
0.837,1.8,4.5,0.39
1.1442,1.8,4.5,0.53
1.4669,1.8,4.5,0.67
1.806,1.8,4.5,0.81
2.1623,1.8,4.5,0.96
2.5368,1.8,4.5,1.11
2.9306,1.8,4.5,1.26
3.3449,1.8,4.5,1.42
3.7807,1.8,4.5,1.58
4.2393,1.8,4.5,1.75
4.7221,1.8,4.5,1.92
5.2305,1.8,4.5,2.09
5.7659,1.8,4.5,2.27
6.3301,1.8,4.5,2.45
6.9246,1.8,4.5,2.63
7.5513,1.8,4.5,2.82
8.2121,1.8,4.5,3.01
8.9091,1.8,4.5,3.2
9.6445,1.8,4.5,3.4
10.4207,1.8,4.5,3.61
11.24,1.8,4.5,3.81
12.1053,1.8,4.5,4.02
13.0194,1.8,4.5,4.23
13.9853,1.8,4.5,4.45
15.0063,1.8,4.5,4.66
16.0858,1.8,4.5,4.88
17.2277,1.8,4.5,5.1
18.4359,1.8,4.5,5.33
19.7147,1.8,4.5,5.55
21.0688,1.8,4.5,5.77
22.503,1.8,4.5,6
24.0226,1.8,4.5,6.22
25.6334,1.8,4.5,6.44
27.3414,1.8,4.5,6.66
29.1532,1.8,4.5,6.87
31.0759,1.8,4.5,7.09
33.117,1.8,4.5,7.29
35.2847,1.8,4.5,7.49
37.5878,1.8,4.5,7.68
40.0359,1.8,4.5,7.86
42.3104,1.8,4.5,8
44.5834,1.8,4.5,8.13
47.0067,1.8,4.5,8.24
49.5906,1.8,4.5,8.33
52.3459,1.8,4.5,8.41
55.2846,1.8,4.5,8.46
58.4196,1.8,4.5,8.49
0,1.8,4.6,0
0.2767,1.8,4.6,0.14
0.5676,1.8,4.6,0.27
0.8734,1.8,4.6,0.42
1.1951,1.8,4.6,0.56
1.5335,1.8,4.6,0.71
1.8896,1.8,4.6,0.87
2.2646,1.8,4.6,1.03
2.6594,1.8,4.6,1.19
3.0752,1.8,4.6,1.36
3.5134,1.8,4.6,1.53
3.9752,1.8,4.6,1.7
4.462,1.8,4.6,1.88
4.9754,1.8,4.6,2.07
5.517,1.8,4.6,2.25
6.0884,1.8,4.6,2.45
6.6916,1.8,4.6,2.64
7.3284,1.8,4.6,2.85
8.001,1.8,4.6,3.05
8.7115,1.8,4.6,3.26
9.4624,1.8,4.6,3.48
10.2561,1.8,4.6,3.7
11.0954,1.8,4.6,3.92
11.9832,1.8,4.6,4.15
12.9227,1.8,4.6,4.38
13.917,1.8,4.6,4.61
14.9699,1.8,4.6,4.85
16.085,1.8,4.6,5.1
17.2666,1.8,4.6,5.34
18.5191,1.8,4.6,5.59
19.847,1.8,4.6,5.84
21.2556,1.8,4.6,6.09
22.7503,1.8,4.6,6.34
24.3369,1.8,4.6,6.6
26.0218,1.8,4.6,6.85
27.8117,1.8,4.6,7.1
29.714,1.8,4.6,7.35
31.7365,1.8,4.6,7.59
33.8878,1.8,4.6,7.83
36.177,1.8,4.6,8.07
38.6141,1.8,4.6,8.3
41.2097,1.8,4.6,8.51
43.6905,1.8,4.6,8.7
46.1213,1.8,4.6,8.86
48.7181,1.8,4.6,9
51.4924,1.8,4.6,9.13
54.4569,1.8,4.6,9.24
57.6253,1.8,4.6,9.33
61.0125,1.8,4.6,9.39
64.6346,1.8,4.6,9.43
0,1.8,4.7,0
0.2877,1.8,4.7,0.14
0.5906,1.8,4.7,0.29
